file,kegg,acession,kingdom,phylum,class,order,family,genus
amae_CP004851,amae,CP004851,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
amag_CP004848,amag,CP004848,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
amah_AP018823,amah,AP018823,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea
amai_CP004853,amai,CP004853,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
amal_CP004849,amal,CP004849,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
aman_CP020477,aman,CP020477,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus
amao_CP004852,amao,CP004852,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
amb_CP003873,amb,CP003873,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
amc_CP001103,amc,CP001103,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
amd_NC_014318,amd,NC_014318,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
amed_CP007567,amed,CP007567,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
amf_CP001079,amf,CP001079,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma
amg_CP003844,amg,CP003844,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
amh_CP004846,amh,CP004846,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
ami_CP001630,ami,CP001630,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
amih_CP026265,amih,CP026265,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter
amij_CP035281,amij,CP035281,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Aminipila
amim_CP003915,amim,CP003915,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella
amin_AP017457,amin,AP017457,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium
amk_CP003845,amk,CP003845,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
amm_CP003729,amm,CP003729,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
amn_CP002896,amn,CP002896,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
amo_CP003198,amo,CP003198,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium
amp_CP006846,amp,CP006846,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma
amq_CP009110,amq,CP009110,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
amr_CP000828,amr,CP000828,Bacteria,Cyanobacteria,,Synechococcales,Acaryochloridaceae,Acaryochloris
ams_AP012319,ams,AP012319,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
amt_CP000724,amt,CP000724,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus
amu_CP001071,amu,CP001071,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
amv_AP012035,amv,AP012035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium
amw_CP006847,amw,CP006847,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma
amx_CP011805,amx,CP011805,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter
amy_CP012072,amy,CP012072,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia
amyb_CP017780,amyb,CP017780,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
amyc_CP024894,amyc,CP024894,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
amz_CP003777,amz,CP003777,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
ana_BA000019,ana,BA000019,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc
anb_CP003284,anb,CP003284,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena
ane_AP017894,ane,AP017894,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
anh_CP016545,anh,CP016545,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter
ank_CP001131,ank,CP001131,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
anl_CP015436,anl,CP015436,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus
anm_CP015435,anm,CP015435,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus
ano_CP010368,ano,CP010368,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ant_CP001999,ant,CP001999,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
anx_CP014140,anx,CP014140,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus
aoa_CP016210,aoa,CP016210,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus
aoc_LK028559,aoc,LK028559,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
aoe_CP000853,aoe,CP000853,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus
aoh_CP015994,aoh,CP015994,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma
aoi_CP003410,aoi,CP003410,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
aol_AP012603,aol,AP012603,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
aon_CP029210,aon,CP029210,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Aquabacterium
aos_CP014232,aos,CP014232,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
apa_CP001091,apa,CP001091,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
apac_CP004387,apac,CP004387,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
apag_CP034110,apag,CP034110,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
apak_CP017703,apak,CP017703,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus
apal_FO681347,apal,FO681347,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
apb_CP001751,apb,CP001751,Bacteria,Proteobacteria,Alphaproteobacteria,,,Candidatus Puniceispirillum
apc_CP003801,apc,CP003801,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,
apd_CP006618,apd,CP006618,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma
ape_BA000002,ape,BA000002,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum
aper_CP014687,aper,CP014687,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
apf_AP011128,apf,AP011128,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
apg_AP011170,apg,AP011170,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
aph_CP000235,aph,CP000235,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma
apha_CP006617,apha,CP006617,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma
apj_CP000687,apj,CP000687,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
apk_HF677570,apk,HF677570,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
apl_CP000569,apl,CP000569,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
apm_CP003809,apm,CP003809,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,
apn_CP002379,apn,CP002379,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter
apo_CP001857,apo,CP001857,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus
apom_CP023657,apom,CP023657,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
apor_CP029206,apor,CP029206,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
app_CP001715,app,CP001715,Bacteria,Proteobacteria,Betaproteobacteria,,,Candidatus Accumulibacter
apq_AP011142,apq,AP011142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
apr_CP001708,apr,CP001708,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus
apre_CP023445,apre,CP023445,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema
aprs_CP017415,aprs,CP017415,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter
aps_AP010656,aps,AP010656,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,Candidatus Azobacteroides
apt_AP011121,apt,AP011121,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
apu_AP011135,apu,AP011135,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
apv_CP001721,apv,CP001721,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
apw_AP011163,apw,AP011163,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
apx_AP011149,apx,AP011149,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
apy_CP006616,apy,CP006616,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma
apz_AP011156,apz,AP011156,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
aqa_CP031966,aqa,CP031966,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
aqb_CP031963,aqb,CP031963,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
aqd_CP031965,aqd,CP031965,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
aql_CP019509,aql,CP019509,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum
ara_CP000628,ara,CP000628,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
arb_CP015971,arb,CP015971,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus
arc_AP012048,arc,AP012048,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,
ard_CP014228,ard,CP014228,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
are_CP012479,are,CP012479,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
arg_CP010426,arg,CP010426,Archaea,,,,,
arh_AP014719,arh,AP014719,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
ari_CP011005,ari,CP011005,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Psychromicrobium
arj_CP030031,arj,CP030031,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ark_CP032489,ark,CP032489,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus
arl_CP012171,arl,CP012171,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
arm_CP007595,arm,CP007595,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
arn_CP022436,arn,CP022436,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
aro_CP019701,aro,CP019701,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
arp_AP011615,arp,AP011615,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Arthrospira
arq_CP019304,arq,CP019304,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
arr_CP003203,arr,CP003203,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
ars_CP012070,ars,CP012070,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Arsenicicoccus
art_CP000454,art,CP000454,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
arth_CP026514,arth,CP026514,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
aru_CP015732,aru,CP015732,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
arv_CP027856,arv,CP027856,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
arw_CP013745,arw,CP013745,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
arx_CP017421,arx,CP017421,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
ary_CP013297,ary,CP013297,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
arz_CP014196,arz,CP014196,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
asa_CP000644,asa,CP000644,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
asan_CP014160,asan,CP014160,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
asb_AP012210,asb,AP012210,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus
asc_CP001742,asc,CP001742,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus
asd_CP002786,asd,CP002786,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Hoyosella
ase_CP003170,ase,CP003170,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
asf_AP012202,asf,AP012202,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus
asg_CP008802,asg,CP008802,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum
ash_FP929032,ash,FP929032,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
asi_CP003875,asi,CP003875,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
asj_CP015615,asj,CP015615,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ask_CP034309,ask,CP034309,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
asl_CP003280,asl,CP003280,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita
asm_AP012209,asm,AP012209,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus
aso_CP008713,aso,CP008713,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus
asoc_AP017312,asoc,AP017312,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus
asol_CP016896,asol,CP016896,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
asp_CP013120,asp,CP013120,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
asq_CP013926,asq,CP013926,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
asr_CP013067,asr,CP013067,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
ass_CP009159,ass,CP009159,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
ast_CP005290,ast,CP005290,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus
asu_CP000746,asu,CP000746,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
asul_CP029288,asul,CP029288,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus
asv_CP011120,asv,CP011120,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
asw_CP025030,asw,CP025030,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
asx_CP021904,asx,CP021904,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Alkalitalea
asy_CP013920,asy,CP013920,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus
asz_LN606600,asz,LN606600,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
ata_CP014259,ata,CP014259,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
ate_CP001393,ate,CP001393,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor
atf_CP011246,atf,CP011246,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
ati_CP012401,ati,CP012401,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum
atm_AP012029,atm,AP012029,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
ato_CP022699,ato,CP022699,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
att_CP012608,att,CP012608,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
atu_NC_003062,atu,NC_003062,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
atw_CP025682,atw,CP025682,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus
aua_CP006367,aua,CP006367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas
aue_CP027062,aue,CP027062,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureitalea
auh_CP014163,auh,CP014163,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
aui_CP013988,aui,CP013988,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
aul_CP031746,aul,CP031746,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Auritidibacter
aum_CP023994,aum,CP023994,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium
aun_CP014161,aun,CP014161,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
aur_CP002512,aur,CP002512,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
auw_CP030929,auw,CP030929,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium
ava_CP000117,ava,CP000117,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Trichormus
avd_CP005095,avd,CP005095,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
ave_CP002588,ave,CP002588,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus
avi_CP000633,avi,CP000633,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
avl_CP005094,avl,CP005094,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
avn_CP001157,avn,CP001157,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter
avo_CP012504,avo,CP012504,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
avr_CP002607,avr,CP002607,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
avs_CP014164,avs,CP014164,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
avu_CP017812,avu,CP017812,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
awa_CP011456,awa,CP011456,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena
awd_LN554846,awd,LN554846,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
awo_CP002987,awo,CP002987,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium
awu_CP031716,awu,CP031716,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
axe_CP012331,axe,CP012331,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
axl_AP012050,axl,AP012050,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus
axn_CP006958,axn,CP006958,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
axo_HE798385,axo,HE798385,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
axx_LN831029,axx,LN831029,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
axy_CP002287,axy,CP002287,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
aym_AP012057,aym,AP012057,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter
ayw_CP000061,ayw,CP000061,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma
aza_AP012304,aza,AP012304,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus
azc_AP009384,azc,AP009384,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium
azd_CP021731,azd,CP021731,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus
azi_CP011072,azi,CP011072,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus
azl_AP010946,azl,AP010946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum
azm_CP029829,azm,CP029829,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum
