file,kegg,acession,kingdom,phylum,class,order,family,genus
mgm_CP000471,mgm,CP000471,Bacteria,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus
mgn_CP003511,mgn,CP003511,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mgnc_CP003508,mgnc,CP003508,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mgo_CP012150,mgo,CP012150,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
mgot_AP017313,mgot,AP017313,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
mgq_CP003771,mgq,CP003771,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mgry_CP027526,mgry,CP027526,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
mgs_CP003507,mgs,CP003507,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mgt_CP003509,mgt,CP003509,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mgu_CP003773,mgu,CP003773,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mgv_CP003506,mgv,CP003506,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mgw_CP003510,mgw,CP003510,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mgx_CP003772,mgx,CP003772,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mgy_HG794546,mgy,HG794546,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
mgz_CP006916,mgz,CP006916,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mha_FR773153,mha,FR773153,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhad_CP011883,mhad,CP011883,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mhae_CP005972,mhae,CP005972,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
mhal_CP006619,mhal,CP006619,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
mham_CP006573,mham,CP006573,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
mhao_CP006574,mhao,CP006574,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
mhaq_CP011098,mhaq,CP011098,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
mhas_LR026975,mhas,LR026975,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
mhat_CP006957,mhat,CP006957,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
mhay_CP011099,mhay,CP011099,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
mhaz_CP017921,mhaz,CP017921,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus
mhc_FO203363,mhc,FO203363,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
mhd_CP002630,mhd,CP002630,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Marinithermus
mhe_CP003199,mhe,CP003199,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhf_CP002808,mhf,CP002808,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhg_FP929048,mhg,FP929048,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas
mhh_CP003231,mhh,CP003231,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhi_CP003117,mhi,CP003117,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix
mhj_AE017243,mhj,AE017243,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhk_CP029287,mhk,CP029287,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera
mhl_CP003731,mhl,CP003731,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhm_CP002669,mhm,CP002669,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhn_CP002274,mhn,CP002274,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mho_FP236530,mho,FP236530,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhom_CP009652,mhom,CP009652,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhor_CP009516,mhor,CP009516,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
mhos_CP025299,mhos,CP025299,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
mhp_AE017244,mhp,AE017244,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhq_CP004752,mhq,CP004752,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
mhr_CP002170,mhr,CP002170,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhs_CP003914,mhs,CP003914,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mht_CP004753,mht,CP004753,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
mhu_CP000254,mhu,CP000254,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum
mhv_CP006849,mhv,CP006849,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhw_CP011940,mhw,CP011940,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera
mhx_CP005383,mhx,CP005383,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
mhy_AE017332,mhy,AE017332,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhyl_CP003131,mhyl,CP003131,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhyo_CP003802,mhyo,CP003802,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhyv_CP008748,mhyv,CP008748,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mhz_CP003362,mhz,CP003362,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans
mia_CP003322,mia,CP003322,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mib_CP011210,mib,CP011210,Bacteria,Candidatus Beckwithbacteria,,,,
mic_CP003630,mic,CP003630,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus
micb_CP030865,micb,CP030865,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
micc_CP014143,micc,CP014143,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer
micr_CP018151,micr,CP018151,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
mid_CP002275,mid,CP002275,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mif_CP002009,mif,CP002009,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus
mig_CP002737,mig,CP002737,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris
mih_CP017674,mih,CP017674,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
mii_CP029064,mii,CP029064,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer
mil_CP002399,mil,CP002399,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
mim_CP012299,mim,CP012299,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
min_CP000975,min,CP000975,Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum
minf_LS974202,minf,LS974202,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
mio_CP012697,mio,CP012697,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
mip_CP014313,mip,CP014313,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
miq_CP020664,miq,CP020664,Bacteria,Cyanobacteria,,Chroococcales,Microcystaceae,Microcystis
mir_CP003324,mir,CP003324,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mit_CP003323,mit,CP003323,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
miu_CP011514,miu,CP011514,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Mitsuaria
miv_CP029481,miv,CP029481,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga
mix_CP013859,mix,CP013859,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
miz_CP016189,miz,CP016189,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides
mja_L77117,mja,L77117,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus
mjd_CP002329,mjd,CP002329,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter
mjh_CP009149,mjh,CP009149,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus
mjl_CP000580,mjl,CP000580,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mka_AE009439,mka,AE009439,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus
mkm_CP000518,mkm,CP000518,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mkn_CP006835,mkn,CP006835,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mko_CP023669,mko,CP023669,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
mla_CP000559,mla,CP000559,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum
mlac_CP023668,mlac,CP023668,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Mesoplasma
mlb_FM211192,mlb,FM211192,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mlc_CP002108,mlc,CP002108,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mle_NC_002677,mle,NC_002677,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mlg_CP025086,mlg,CP025086,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula
mlh_FR668087,mlh,FR668087,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mli_CP003899,mli,CP003899,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mll_CP019882,mll,CP019882,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
mln_CP016079,mln,CP016079,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
mlo_BA000012,mlo,BA000012,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
mlp_CP021238,mlp,CP021238,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mlq_CP014754,mlq,CP014754,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
mls_CP009515,mls,CP009515,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
mlt_CP011071,mlt,CP011071,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda
mlu_CP001628,mlu,CP001628,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus
mma_AE008384,mma,AE008384,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
mmac_CP009514,mmac,CP009514,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
mmae_HG917972,mmae,HG917972,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mmai_AP017928,mmai,AP017928,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum
mmal_CP023147,mmal,CP023147,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mmar_FO203431,mmar,FO203431,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Modestobacter
mmas_CP022203,mmas,CP022203,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus
mmaz_CP004144,mmaz,CP004144,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
mmb_CP001672,mmb,CP001672,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera
mmc_CP000384,mmc,CP000384,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mmd_CP002913,mmd,CP002913,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
mme_CP002583,mme,CP002583,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
mmed_CP020330,mmed,CP020330,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella
mmet_CP009518,mmet,CP009518,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides
mmg_CP001710,mmg,CP001710,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter
mmh_CP001994,mmh,CP001994,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus
mmi_CP000854,mmi,CP000854,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mmic_CP010333,mmic,CP010333,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mmil_CP011266,mmil,CP011266,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
mmj_CP009512,mmj,CP009512,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
mmk_CP004345,mmk,CP004345,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella
mml_FQ377874,mml,FQ377874,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mmm_CP003491,mmm,CP003491,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mmn_CP002130,mmn,CP002130,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Midichloria
mmo_AE017308,mmo,AE017308,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mmp_BX950229,mmp,BX950229,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
mmq_CP000609,mmq,CP000609,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
mmr_CP000449,mmr,CP000449,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis
mms_CP000269,mms,CP000269,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
mmt_CP002738,mmt,CP002738,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
mmv_CP003699,mmv,CP003699,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides
mmw_CP000749,mmw,CP000749,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
mmx_CP000867,mmx,CP000867,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
mmy_NC_005364,mmy,NC_005364,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mmyi_CP010267,mmyi,CP010267,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mmym_CP002107,mmym,CP002107,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mmyr_CP021330,mmyr,CP021330,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Maritalea
mmz_CP000745,mmz,CP000745,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus
mne_CP006936,mne,CP006936,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
mno_CP001349,mno,CP001349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
mnr_CP012201,mnr,CP012201,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
moc_CP016616,moc,CP016616,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga
mod_CP013690,mod,CP013690,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides
moi_CP011158,moi,CP011158,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella
mok_CP002792,mok,CP002792,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus
mol_CP014265,mol,CP014265,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
moo_CP031421,moo,CP031421,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
mop_CP002279,mop,CP002279,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
mor_CP003811,mor,CP003811,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
mos_CP014234,mos,CP014234,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella
mov_CP006935,mov,CP006935,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mox_FP565575,mox,FP565575,Bacteria,candidate division NC10,,,,Candidatus Methylomirabilis
mpa_AE016958,mpa,AE016958,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mpal_CP018134,mpal,CP018134,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
mpb_CP003913,mpb,CP003913,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mpc_CP002771,mpc,CP002771,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas
mpd_AP011532,mpd,AP011532,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella
mpe_BA000026,mpe,BA000026,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mpf_CP003021,mpf,CP003021,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mpg_CP003532,mpg,CP003532,Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga
mph_AP012204,mph,AP012204,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus
mphl_CP014475,mphl,CP014475,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
mpho_CP029295,mpho,CP029295,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mphy_CP015367,mphy,CP015367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
mpi_CP002117,mpi,CP002117,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia
mpj_CP002077,mpj,CP002077,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mpk_CP011339,mpk,CP011339,Bacteria,Cyanobacteria,,Chroococcales,Microcystaceae,Microcystis
mpl_CP001338,mpl,CP001338,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula
mpm_AP012303,mpm,AP012303,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mpn_NC_000912,mpn,NC_000912,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mpo_CP001029,mpo,CP001029,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylorubrum
mpq_CP011494,mpq,CP011494,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
mpro_CP017599,mpro,CP017599,Bacteria,Cyanobacteria,,Oscillatoriales,Oscillatoriaceae,Moorea
mps_AP012200,mps,AP012200,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus
mpsy_CP022129,mpsy,CP022129,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylovulum
mpt_CP000555,mpt,CP000555,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Methylibium
mpu_AL445566,mpu,AL445566,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mpul_CP017813,mpul,CP017813,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mpur_CP007031,mpur,CP007031,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium
mput_CP004357,mput,CP004357,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mpv_CP006771,mpv,CP006771,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
mpw_CP010817,mpw,CP010817,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides
mpx_AP012282,mpx,AP012282,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus
mpy_CP003083,mpy,CP003083,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus
mpz_CP003257,mpz,CP003257,Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga
mra_CP000611,mra,CP000611,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
mrb_CP001743,mrb,CP001743,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus
mrd_CP001001,mrd,CP001001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
mre_CP005385,mre,CP005385,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus
mrh_CP003169,mrh,CP003169,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
mrm_CP016211,mrm,CP016211,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,Minicystis
mro_CP003557,mro,CP003557,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Melioribacter
mros_CP034086,mros,CP034086,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis
mrs_CP002999,mrs,CP002999,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda
mru_CP001719,mru,CP001719,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
msa_CP003078,msa,CP003078,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
msao_CP010271,msao,CP010271,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides
msb_CP009494,msb,CP009494,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
msc_HE956757,msc,HE956757,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis
msd_CP004025,msd,CP004025,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus
mse_CP000682,mse,CP000682,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera
msg_CP001663,msg,CP001663,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
msh_CP009496,msh,CP009496,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
mshg_AP018164,mshg,AP018164,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
msi_CP000678,msi,CP000678,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
msj_CP009508,msj,CP009508,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
